Date,AAPL,IBM,MSFT,GOOG
2010-04-29,25.589996337890625,99.4118881225586,24.77086067199707,264.2810974121094
2010-04-30,24.870800018310547,98.29934692382812,24.40329360961914,261.1514587402344
2010-05-03,25.37185287475586,98.75653839111328,24.658992767333984,263.58563232421875
2010-05-04,24.64122772216797,97.62877655029297,24.075681686401367,251.54891967773438
2010-05-05,24.384990692138672,97.12584686279297,23.85194206237793,253.23297119140625
2010-05-06,23.45717430114746,94.912353515625,23.156761169433594,247.7238006591797
2010-05-07,22.467453002929688,93.51837158203125,22.54148292541504,244.97666931152344
2010-05-10,24.19446563720703,96.71223449707031,23.124797821044922,259.1395568847656
2010-05-11,24.43547248840332,97.18711853027344,23.07684898376465,252.88026428222656
2010-05-12,24.9660587310791,101.62178039550781,23.524330139160156,251.0620880126953
2010-05-13,24.610742568969727,100.70267486572266,23.364517211914062,253.7893524169922
2010-05-14,24.178279876708984,100.4805908203125,23.11680793762207,252.1251678466797
2010-05-17,24.216379165649414,99.9061508178711,23.124797821044922,252.34375
2010-05-18,24.039201736450195,99.53082275390625,22.956235885620117,247.57476806640625
2010-05-19,23.656267166137695,98.69599914550781,22.667268753051758,245.61749267578125
2010-05-20,22.648441314697266,94.82044982910156,21.760265350341797,235.97024536132812
2010-05-21,23.08281707763672,96.06122589111328,21.54353904724121,234.4998016357422
2010-05-24,23.505752563476562,95.31826782226562,21.086029052734375,237.03829956054688
2010-05-25,23.35906410217285,95.37189483642578,20.925493240356445,236.99359130859375
